"Trends","Search volume","Started","Ended","Trend breakdown","Explore link"
"kia 대 삼성","100K+","July 28, 2026 at 5:40:00 PM UTC+9","July 31, 2026 at 10:20:00 PM UTC+9","kia 대 삼성,박진만,전병우","https://trends.google.com/trends/explore?q=kia%20%EB%8C%80%20%EC%82%BC%EC%84%B1&geo=KR&hl=en-US"
"건설","5K+","August 3, 2026 at 5:10:00 AM UTC+9","August 4, 2026 at 9:00:00 AM UTC+9","건설","https://trends.google.com/trends/explore?q=%EA%B1%B4%EC%84%A4&geo=KR&hl=en-US"
"당구","2K+","August 4, 2026 at 7:30:00 AM UTC+9","August 4, 2026 at 9:20:00 AM UTC+9","당구","https://trends.google.com/trends/explore?q=%EB%8B%B9%EA%B5%AC&geo=KR&hl=en-US"
"아들","50K+","July 28, 2026 at 5:00:00 PM UTC+9","August 1, 2026 at 10:00:00 AM UTC+9","아들","https://trends.google.com/trends/explore?q=%EC%95%84%EB%93%A4&geo=KR&hl=en-US"
"재벌x형사","10K+","August 2, 2026 at 10:10:00 PM UTC+9","August 3, 2026 at 7:00:00 PM UTC+9","재벌x형사,스타뉴스","https://trends.google.com/trends/explore?q=%EC%9E%AC%EB%B2%8Cx%ED%98%95%EC%82%AC&geo=KR&hl=en-US"
"인도네시아 대 베트남","2K+","August 3, 2026 at 9:40:00 PM UTC+9","August 4, 2026 at 9:10:00 AM UTC+9","인도네시아 대 베트남,베트남 축구 국가대표팀","https://trends.google.com/trends/explore?q=%EC%9D%B8%EB%8F%84%EB%84%A4%EC%8B%9C%EC%95%84%20%EB%8C%80%20%EB%B2%A0%ED%8A%B8%EB%82%A8&geo=KR&hl=en-US"
"덤프 트럭","50K+","July 29, 2026 at 4:50:00 PM UTC+9","August 2, 2026 at 5:20:00 PM UTC+9","덤프 트럭","https://trends.google.com/trends/explore?q=%EB%8D%A4%ED%94%84%20%ED%8A%B8%EB%9F%AD&geo=KR&hl=en-US"
"엄정화 나이","1K+","August 4, 2026 at 8:30:00 AM UTC+9","August 4, 2026 at 10:30:00 AM UTC+9","엄정화 나이,오케이! 마담","https://trends.google.com/trends/explore?q=%EC%97%84%EC%A0%95%ED%99%94%20%EB%82%98%EC%9D%B4&geo=KR&hl=en-US"
"일본 지진","50K+","July 28, 2026 at 4:30:00 PM UTC+9","August 2, 2026 at 9:50:00 PM UTC+9","일본 지진,구마모토","https://trends.google.com/trends/explore?q=%EC%9D%BC%EB%B3%B8%20%EC%A7%80%EC%A7%84&geo=KR&hl=en-US"
"에코프로 비엠","5K+","August 3, 2026 at 12:00:00 PM UTC+9","August 4, 2026 at 8:10:00 AM UTC+9","에코프로 비엠","https://trends.google.com/trends/explore?q=%EC%97%90%EC%BD%94%ED%94%84%EB%A1%9C%20%EB%B9%84%EC%97%A0&geo=KR&hl=en-US"
"레드삭스 대 다저스","20K+","August 1, 2026 at 10:30:00 AM UTC+9","August 4, 2026 at 9:00:00 AM UTC+9","레드삭스 대 다저스,스쿠발,트레이드,타릭 스쿠발,테오스카 에르난데스","https://trends.google.com/trends/explore?q=%EB%A0%88%EB%93%9C%EC%82%AD%EC%8A%A4%20%EB%8C%80%20%EB%8B%A4%EC%A0%80%EC%8A%A4&geo=KR&hl=en-US"
"이흥구","10K+","August 3, 2026 at 3:10:00 AM UTC+9","August 3, 2026 at 8:00:00 PM UTC+9","이흥구,조희대","https://trends.google.com/trends/explore?q=%EC%9D%B4%ED%9D%A5%EA%B5%AC&geo=KR&hl=en-US"
"남보라","1K+","August 4, 2026 at 5:00:00 AM UTC+9","August 4, 2026 at 9:20:00 AM UTC+9","남보라","https://trends.google.com/trends/explore?q=%EB%82%A8%EB%B3%B4%EB%9D%BC&geo=KR&hl=en-US"
"김병지","2K+","August 3, 2026 at 7:50:00 PM UTC+9","August 4, 2026 at 10:00:00 AM UTC+9","김병지","https://trends.google.com/trends/explore?q=%EA%B9%80%EB%B3%91%EC%A7%80&geo=KR&hl=en-US"
"범죄자 두목","5K+","August 3, 2026 at 1:20:00 PM UTC+9","August 4, 2026 at 7:40:00 AM UTC+9","범죄자 두목","https://trends.google.com/trends/explore?q=%EB%B2%94%EC%A3%84%EC%9E%90%20%EB%91%90%EB%AA%A9&geo=KR&hl=en-US"
"손예진","50K+","August 1, 2026 at 11:20:00 AM UTC+9","August 2, 2026 at 1:00:00 PM UTC+9","손예진,땅집고","https://trends.google.com/trends/explore?q=%EC%86%90%EC%98%88%EC%A7%84&geo=KR&hl=en-US"
"안타","20K+","August 3, 2026 at 7:50:00 AM UTC+9","August 4, 2026 at 9:50:00 AM UTC+9","안타,이정후","https://trends.google.com/trends/explore?q=%EC%95%88%ED%83%80&geo=KR&hl=en-US"
"전승 재","50K+","July 29, 2026 at 5:50:00 PM UTC+9","August 1, 2026 at 11:50:00 AM UTC+9","전승 재,전승재,전승재 배우","https://trends.google.com/trends/explore?q=%EC%A0%84%EC%8A%B9%20%EC%9E%AC&geo=KR&hl=en-US"
"이동건","100K+","July 31, 2026 at 4:00:00 PM UTC+9","August 1, 2026 at 1:50:00 PM UTC+9","이동건","https://trends.google.com/trends/explore?q=%EC%9D%B4%EB%8F%99%EA%B1%B4&geo=KR&hl=en-US"
"현대 쏘나타","20K+","July 30, 2026 at 7:40:00 AM UTC+9","August 4, 2026 at 9:00:00 AM UTC+9","현대 쏘나타","https://trends.google.com/trends/explore?q=%ED%98%84%EB%8C%80%20%EC%8F%98%EB%82%98%ED%83%80&geo=KR&hl=en-US"
"강서구","100K+","July 29, 2026 at 8:00:00 AM UTC+9","July 31, 2026 at 9:40:00 AM UTC+9","강서구","https://trends.google.com/trends/explore?q=%EA%B0%95%EC%84%9C%EA%B5%AC&geo=KR&hl=en-US"
"달 탐사","5K+","August 2, 2026 at 11:20:00 PM UTC+9","August 4, 2026 at 8:00:00 AM UTC+9","달 탐사","https://trends.google.com/trends/explore?q=%EB%8B%AC%20%ED%83%90%EC%82%AC&geo=KR&hl=en-US"
"공매도","1K+","August 4, 2026 at 5:20:00 AM UTC+9","August 4, 2026 at 9:40:00 AM UTC+9","공매도","https://trends.google.com/trends/explore?q=%EA%B3%B5%EB%A7%A4%EB%8F%84&geo=KR&hl=en-US"
"조카","20K+","August 2, 2026 at 10:00:00 AM UTC+9","August 3, 2026 at 11:30:00 AM UTC+9","조카","https://trends.google.com/trends/explore?q=%EC%A1%B0%EC%B9%B4&geo=KR&hl=en-US"
"정청래","20K+","August 4, 2026 at 6:00:00 AM UTC+9","August 4, 2026 at 8:30:00 AM UTC+9","정청래,당대표,김민석,민주당 전당 대회,민주당 전당대회,투표,민주당","https://trends.google.com/trends/explore?q=%EC%A0%95%EC%B2%AD%EB%9E%98&geo=KR&hl=en-US"
"샤인 머스 캣","5K+","August 3, 2026 at 6:40:00 AM UTC+9","August 4, 2026 at 7:30:00 AM UTC+9","샤인 머스 캣","https://trends.google.com/trends/explore?q=%EC%83%A4%EC%9D%B8%20%EB%A8%B8%EC%8A%A4%20%EC%BA%A3&geo=KR&hl=en-US"
"혼인","20K+","July 31, 2026 at 8:30:00 PM UTC+9","August 2, 2026 at 7:20:00 PM UTC+9","혼인,28기 영자","https://trends.google.com/trends/explore?q=%ED%98%BC%EC%9D%B8&geo=KR&hl=en-US"
"상주시","200+","August 4, 2026 at 8:00:00 AM UTC+9",,"상주시","https://trends.google.com/trends/explore?q=%EC%83%81%EC%A3%BC%EC%8B%9C&geo=KR&hl=en-US"
"구더기","10K+","August 2, 2026 at 4:20:00 PM UTC+9","August 3, 2026 at 12:50:00 PM UTC+9","구더기","https://trends.google.com/trends/explore?q=%EA%B5%AC%EB%8D%94%EA%B8%B0&geo=KR&hl=en-US"
"롯데 대 한화","50K+","July 28, 2026 at 5:30:00 PM UTC+9","August 1, 2026 at 6:00:00 AM UTC+9","롯데 대 한화","https://trends.google.com/trends/explore?q=%EB%A1%AF%EB%8D%B0%20%EB%8C%80%20%ED%95%9C%ED%99%94&geo=KR&hl=en-US"
"코오롱 티슈 진","20K+","August 2, 2026 at 1:30:00 PM UTC+9","August 3, 2026 at 11:30:00 AM UTC+9","코오롱 티슈 진,코오롱그룹","https://trends.google.com/trends/explore?q=%EC%BD%94%EC%98%A4%EB%A1%B1%20%ED%8B%B0%EC%8A%88%20%EC%A7%84&geo=KR&hl=en-US"
"에어컨","100K+","July 29, 2026 at 12:40:00 PM UTC+9","July 31, 2026 at 8:30:00 AM UTC+9","에어컨","https://trends.google.com/trends/explore?q=%EC%97%90%EC%96%B4%EC%BB%A8&geo=KR&hl=en-US"
"장동주","10K+","August 4, 2026 at 5:20:00 AM UTC+9","August 4, 2026 at 8:30:00 AM UTC+9","장동주,채무","https://trends.google.com/trends/explore?q=%EC%9E%A5%EB%8F%99%EC%A3%BC&geo=KR&hl=en-US"
"장기 기증","5K+","August 3, 2026 at 5:20:00 AM UTC+9","August 4, 2026 at 8:50:00 AM UTC+9","장기 기증","https://trends.google.com/trends/explore?q=%EC%9E%A5%EA%B8%B0%20%EA%B8%B0%EC%A6%9D&geo=KR&hl=en-US"
"소문난 칠공주","50K+","July 28, 2026 at 6:40:00 PM UTC+9","July 31, 2026 at 3:20:00 PM UTC+9","소문난 칠공주","https://trends.google.com/trends/explore?q=%EC%86%8C%EB%AC%B8%EB%82%9C%20%EC%B9%A0%EA%B3%B5%EC%A3%BC&geo=KR&hl=en-US"
"모하메드 살라","1K+","August 3, 2026 at 6:10:00 PM UTC+9","August 4, 2026 at 8:30:00 AM UTC+9","모하메드 살라","https://trends.google.com/trends/explore?q=%EB%AA%A8%ED%95%98%EB%A9%94%EB%93%9C%20%EC%82%B4%EB%9D%BC&geo=KR&hl=en-US"
"이민우","5K+","August 3, 2026 at 6:40:00 AM UTC+9","August 4, 2026 at 8:00:00 AM UTC+9","이민우","https://trends.google.com/trends/explore?q=%EC%9D%B4%EB%AF%BC%EC%9A%B0&geo=KR&hl=en-US"
"삼성 전자 주주 환원","20K+","July 30, 2026 at 12:40:00 PM UTC+9","August 2, 2026 at 12:00:00 PM UTC+9","삼성 전자 주주 환원,주주,삼성전자 배당,배당,주주환원","https://trends.google.com/trends/explore?q=%EC%82%BC%EC%84%B1%20%EC%A0%84%EC%9E%90%20%EC%A3%BC%EC%A3%BC%20%ED%99%98%EC%9B%90&geo=KR&hl=en-US"
"트레이드","1K+","August 4, 2026 at 6:40:00 AM UTC+9","August 4, 2026 at 8:50:00 AM UTC+9","트레이드,뉴욕 양키스","https://trends.google.com/trends/explore?q=%ED%8A%B8%EB%A0%88%EC%9D%B4%EB%93%9C&geo=KR&hl=en-US"
"김대호","1K+","August 4, 2026 at 6:10:00 AM UTC+9","August 4, 2026 at 9:20:00 AM UTC+9","김대호","https://trends.google.com/trends/explore?q=%EA%B9%80%EB%8C%80%ED%98%B8&geo=KR&hl=en-US"
"과일","50K+","August 1, 2026 at 7:00:00 AM UTC+9","August 2, 2026 at 7:30:00 AM UTC+9","과일","https://trends.google.com/trends/explore?q=%EA%B3%BC%EC%9D%BC&geo=KR&hl=en-US"
"하비에르 아기레","10K+","August 1, 2026 at 11:00:00 PM UTC+9","August 4, 2026 at 8:10:00 AM UTC+9","하비에르 아기레,하비에르 아기 레","https://trends.google.com/trends/explore?q=%ED%95%98%EB%B9%84%EC%97%90%EB%A5%B4%20%EC%95%84%EA%B8%B0%EB%A0%88&geo=KR&hl=en-US"
"박미선","10K+","August 1, 2026 at 8:00:00 AM UTC+9","August 3, 2026 at 9:10:00 AM UTC+9","박미선","https://trends.google.com/trends/explore?q=%EB%B0%95%EB%AF%B8%EC%84%A0&geo=KR&hl=en-US"
"김창옥","20K+","July 31, 2026 at 7:40:00 PM UTC+9","August 2, 2026 at 5:40:00 PM UTC+9","김창옥","https://trends.google.com/trends/explore?q=%EA%B9%80%EC%B0%BD%EC%98%A5&geo=KR&hl=en-US"
"국방부","5K+","August 3, 2026 at 4:20:00 PM UTC+9","August 4, 2026 at 6:40:00 AM UTC+9","국방부","https://trends.google.com/trends/explore?q=%EA%B5%AD%EB%B0%A9%EB%B6%80&geo=KR&hl=en-US"
"감자","20K+","July 30, 2026 at 6:00:00 PM UTC+9","August 1, 2026 at 8:20:00 PM UTC+9","감자","https://trends.google.com/trends/explore?q=%EA%B0%90%EC%9E%90&geo=KR&hl=en-US"
"포 헨즈","10K+","August 2, 2026 at 4:40:00 PM UTC+9","August 3, 2026 at 10:50:00 AM UTC+9","포 헨즈","https://trends.google.com/trends/explore?q=%ED%8F%AC%20%ED%97%A8%EC%A6%88&geo=KR&hl=en-US"
"야구 경기장","1K+","August 3, 2026 at 6:40:00 PM UTC+9","August 4, 2026 at 10:30:00 AM UTC+9","야구 경기장","https://trends.google.com/trends/explore?q=%EC%95%BC%EA%B5%AC%20%EA%B2%BD%EA%B8%B0%EC%9E%A5&geo=KR&hl=en-US"
"한화그룹","500+","August 4, 2026 at 6:30:00 AM UTC+9","August 4, 2026 at 10:00:00 AM UTC+9","한화그룹","https://trends.google.com/trends/explore?q=%ED%95%9C%ED%99%94%EA%B7%B8%EB%A3%B9&geo=KR&hl=en-US"
"이준수","10K+","August 2, 2026 at 12:50:00 PM UTC+9","August 3, 2026 at 11:10:00 AM UTC+9","이준수","https://trends.google.com/trends/explore?q=%EC%9D%B4%EC%A4%80%EC%88%98&geo=KR&hl=en-US"
"살림하는 남자들","10K+","August 2, 2026 at 7:30:00 AM UTC+9","August 4, 2026 at 7:00:00 AM UTC+9","살림하는 남자들,박서진","https://trends.google.com/trends/explore?q=%EC%82%B4%EB%A6%BC%ED%95%98%EB%8A%94%20%EB%82%A8%EC%9E%90%EB%93%A4&geo=KR&hl=en-US"
"대구광역시","5K+","August 2, 2026 at 9:30:00 PM UTC+9","August 3, 2026 at 7:50:00 PM UTC+9","대구광역시","https://trends.google.com/trends/explore?q=%EB%8C%80%EA%B5%AC%EA%B4%91%EC%97%AD%EC%8B%9C&geo=KR&hl=en-US"
"물고기","1K+","August 4, 2026 at 2:30:00 AM UTC+9","August 4, 2026 at 9:00:00 AM UTC+9","물고기,낚시","https://trends.google.com/trends/explore?q=%EB%AC%BC%EA%B3%A0%EA%B8%B0&geo=KR&hl=en-US"
"경제","20K+","August 2, 2026 at 6:20:00 PM UTC+9","August 3, 2026 at 8:00:00 AM UTC+9","경제,광주광역시","https://trends.google.com/trends/explore?q=%EA%B2%BD%EC%A0%9C&geo=KR&hl=en-US"
"허범욱","50K+","July 28, 2026 at 3:00:00 PM UTC+9","July 31, 2026 at 2:30:00 PM UTC+9","허범욱,허범욱 감독","https://trends.google.com/trends/explore?q=%ED%97%88%EB%B2%94%EC%9A%B1&geo=KR&hl=en-US"
"이민성","1K+","August 4, 2026 at 4:30:00 AM UTC+9","August 4, 2026 at 8:20:00 AM UTC+9","이민성","https://trends.google.com/trends/explore?q=%EC%9D%B4%EB%AF%BC%EC%84%B1&geo=KR&hl=en-US"
"골드만삭스","1K+","August 3, 2026 at 8:00:00 PM UTC+9","August 4, 2026 at 9:10:00 AM UTC+9","골드만삭스","https://trends.google.com/trends/explore?q=%EA%B3%A8%EB%93%9C%EB%A7%8C%EC%82%AD%EC%8A%A4&geo=KR&hl=en-US"
"임성근","10K+","August 2, 2026 at 5:30:00 PM UTC+9","August 3, 2026 at 12:20:00 PM UTC+9","임성근","https://trends.google.com/trends/explore?q=%EC%9E%84%EC%84%B1%EA%B7%BC&geo=KR&hl=en-US"
"지방 선거","10K+","August 2, 2026 at 9:30:00 AM UTC+9","August 3, 2026 at 11:20:00 AM UTC+9","지방 선거","https://trends.google.com/trends/explore?q=%EC%A7%80%EB%B0%A9%20%EC%84%A0%EA%B1%B0&geo=KR&hl=en-US"
"상급종합병원","5K+","August 3, 2026 at 2:30:00 PM UTC+9","August 3, 2026 at 8:00:00 PM UTC+9","상급종합병원,환자경험평가","https://trends.google.com/trends/explore?q=%EC%83%81%EA%B8%89%EC%A2%85%ED%95%A9%EB%B3%91%EC%9B%90&geo=KR&hl=en-US"
"토트넘 대 시드니 fc","50K+","July 29, 2026 at 5:50:00 PM UTC+9","July 31, 2026 at 8:50:00 AM UTC+9","토트넘 대 시드니 fc","https://trends.google.com/trends/explore?q=%ED%86%A0%ED%8A%B8%EB%84%98%20%EB%8C%80%20%EC%8B%9C%EB%93%9C%EB%8B%88%20fc&geo=KR&hl=en-US"
"수영복","1K+","August 3, 2026 at 8:50:00 PM UTC+9","August 4, 2026 at 9:10:00 AM UTC+9","수영복,전소미","https://trends.google.com/trends/explore?q=%EC%88%98%EC%98%81%EB%B3%B5&geo=KR&hl=en-US"
"멧돼지","20K+","July 31, 2026 at 2:50:00 PM UTC+9","August 2, 2026 at 2:20:00 PM UTC+9","멧돼지","https://trends.google.com/trends/explore?q=%EB%A9%A7%EB%8F%BC%EC%A7%80&geo=KR&hl=en-US"
"박성웅","500+","August 4, 2026 at 8:40:00 AM UTC+9","August 4, 2026 at 10:20:00 AM UTC+9","박성웅","https://trends.google.com/trends/explore?q=%EB%B0%95%EC%84%B1%EC%9B%85&geo=KR&hl=en-US"
"k2 흑표","20K+","July 30, 2026 at 5:10:00 AM UTC+9","August 1, 2026 at 8:30:00 AM UTC+9","k2 흑표","https://trends.google.com/trends/explore?q=k2%20%ED%9D%91%ED%91%9C&geo=KR&hl=en-US"
"빨래","10K+","August 2, 2026 at 12:00:00 PM UTC+9","August 3, 2026 at 9:00:00 AM UTC+9","빨래","https://trends.google.com/trends/explore?q=%EB%B9%A8%EB%9E%98&geo=KR&hl=en-US"
"고기","2K+","August 3, 2026 at 5:20:00 PM UTC+9","August 4, 2026 at 9:30:00 AM UTC+9","고기","https://trends.google.com/trends/explore?q=%EA%B3%A0%EA%B8%B0&geo=KR&hl=en-US"
"종합병원","5K+","August 3, 2026 at 4:40:00 PM UTC+9","August 3, 2026 at 9:50:00 PM UTC+9","종합병원","https://trends.google.com/trends/explore?q=%EC%A2%85%ED%95%A9%EB%B3%91%EC%9B%90&geo=KR&hl=en-US"
"차은우","20K+","August 2, 2026 at 1:00:00 PM UTC+9","August 3, 2026 at 5:00:00 AM UTC+9","차은우","https://trends.google.com/trends/explore?q=%EC%B0%A8%EC%9D%80%EC%9A%B0&geo=KR&hl=en-US"
"최명길","5K+","August 2, 2026 at 6:50:00 AM UTC+9","August 3, 2026 at 11:00:00 AM UTC+9","최명길","https://trends.google.com/trends/explore?q=%EC%B5%9C%EB%AA%85%EA%B8%B8&geo=KR&hl=en-US"
"중앙일보","50K+","July 30, 2026 at 7:20:00 PM UTC+9","August 1, 2026 at 5:50:00 PM UTC+9","중앙일보,레오폴드,시타델,레오폴드 아셴브레너,헤지펀드,월가,마진콜,시타델 헤지펀드","https://trends.google.com/trends/explore?q=%EC%A4%91%EC%95%99%EC%9D%BC%EB%B3%B4&geo=KR&hl=en-US"
"이천수","10K+","August 2, 2026 at 5:30:00 AM UTC+9","August 3, 2026 at 7:00:00 AM UTC+9","이천수","https://trends.google.com/trends/explore?q=%EC%9D%B4%EC%B2%9C%EC%88%98&geo=KR&hl=en-US"
"오세훈","20K+","August 2, 2026 at 12:20:00 PM UTC+9","August 2, 2026 at 6:50:00 PM UTC+9","오세훈","https://trends.google.com/trends/explore?q=%EC%98%A4%EC%84%B8%ED%9B%88&geo=KR&hl=en-US"
"코트디부아르 축구 국가대표팀","10K+","August 2, 2026 at 8:40:00 AM UTC+9","August 3, 2026 at 1:20:00 PM UTC+9","코트디부아르 축구 국가대표팀","https://trends.google.com/trends/explore?q=%EC%BD%94%ED%8A%B8%EB%94%94%EB%B6%80%EC%95%84%EB%A5%B4%20%EC%B6%95%EA%B5%AC%20%EA%B5%AD%EA%B0%80%EB%8C%80%ED%91%9C%ED%8C%80&geo=KR&hl=en-US"
"키움 대 lg","50K+","July 28, 2026 at 5:30:00 PM UTC+9","July 31, 2026 at 9:20:00 PM UTC+9","키움 대 lg,문보경","https://trends.google.com/trends/explore?q=%ED%82%A4%EC%9B%80%20%EB%8C%80%20lg&geo=KR&hl=en-US"
"아리아나 그란데","2K+","August 3, 2026 at 4:20:00 PM UTC+9","August 4, 2026 at 9:10:00 AM UTC+9","아리아나 그란데","https://trends.google.com/trends/explore?q=%EC%95%84%EB%A6%AC%EC%95%84%EB%82%98%20%EA%B7%B8%EB%9E%80%EB%8D%B0&geo=KR&hl=en-US"
"대형 세단","50K+","July 28, 2026 at 9:30:00 PM UTC+9","July 31, 2026 at 7:40:00 AM UTC+9","대형 세단","https://trends.google.com/trends/explore?q=%EB%8C%80%ED%98%95%20%EC%84%B8%EB%8B%A8&geo=KR&hl=en-US"
"대구 도시철도 1호선","10K+","August 1, 2026 at 7:20:00 AM UTC+9","August 2, 2026 at 9:50:00 PM UTC+9","대구 도시철도 1호선","https://trends.google.com/trends/explore?q=%EB%8C%80%EA%B5%AC%20%EB%8F%84%EC%8B%9C%EC%B2%A0%EB%8F%84%201%ED%98%B8%EC%84%A0&geo=KR&hl=en-US"
"원숭이","20K+","July 30, 2026 at 3:50:00 PM UTC+9","August 1, 2026 at 10:10:00 PM UTC+9","원숭이,인도","https://trends.google.com/trends/explore?q=%EC%9B%90%EC%88%AD%EC%9D%B4&geo=KR&hl=en-US"
"기아","500+","August 4, 2026 at 6:10:00 AM UTC+9","August 4, 2026 at 9:00:00 AM UTC+9","기아","https://trends.google.com/trends/explore?q=%EA%B8%B0%EC%95%84&geo=KR&hl=en-US"
"풍산","10K+","July 31, 2026 at 9:10:00 AM UTC+9","August 3, 2026 at 8:00:00 AM UTC+9","풍산","https://trends.google.com/trends/explore?q=%ED%92%8D%EC%82%B0&geo=KR&hl=en-US"
"제임스 네일","10K+","August 2, 2026 at 10:00:00 PM UTC+9","August 3, 2026 at 7:50:00 PM UTC+9","제임스 네일,폭염,야구,김채현,프로 야구,롯데","https://trends.google.com/trends/explore?q=%EC%A0%9C%EC%9E%84%EC%8A%A4%20%EB%84%A4%EC%9D%BC&geo=KR&hl=en-US"
"태국","20K+","July 29, 2026 at 1:40:00 PM UTC+9","August 1, 2026 at 7:20:00 AM UTC+9","태국","https://trends.google.com/trends/explore?q=%ED%83%9C%EA%B5%AD&geo=KR&hl=en-US"
"나스닥 지수","2K+","August 4, 2026 at 6:00:00 AM UTC+9","August 4, 2026 at 8:40:00 AM UTC+9","나스닥 지수,코스피 야간선물,야간선물,코스피 야간 선물","https://trends.google.com/trends/explore?q=%EB%82%98%EC%8A%A4%EB%8B%A5%20%EC%A7%80%EC%88%98&geo=KR&hl=en-US"
"손주","20K+","July 31, 2026 at 3:10:00 PM UTC+9","August 1, 2026 at 3:00:00 PM UTC+9","손주","https://trends.google.com/trends/explore?q=%EC%86%90%EC%A3%BC&geo=KR&hl=en-US"
"고지용","20K+","July 29, 2026 at 9:20:00 AM UTC+9","July 31, 2026 at 12:30:00 PM UTC+9","고지용,허양임","https://trends.google.com/trends/explore?q=%EA%B3%A0%EC%A7%80%EC%9A%A9&geo=KR&hl=en-US"
"미세 플라스틱","20K+","July 30, 2026 at 2:40:00 PM UTC+9","August 1, 2026 at 8:40:00 AM UTC+9","미세 플라스틱","https://trends.google.com/trends/explore?q=%EB%AF%B8%EC%84%B8%20%ED%94%8C%EB%9D%BC%EC%8A%A4%ED%8B%B1&geo=KR&hl=en-US"
"기아 pv5","20K+","August 2, 2026 at 5:20:00 PM UTC+9","August 3, 2026 at 9:20:00 AM UTC+9","기아 pv5","https://trends.google.com/trends/explore?q=%EA%B8%B0%EC%95%84%20pv5&geo=KR&hl=en-US"
"일산","2K+","August 3, 2026 at 11:20:00 AM UTC+9","August 4, 2026 at 8:20:00 AM UTC+9","일산","https://trends.google.com/trends/explore?q=%EC%9D%BC%EC%82%B0&geo=KR&hl=en-US"
"아옳이","5K+","August 1, 2026 at 11:20:00 PM UTC+9","August 4, 2026 at 1:50:00 AM UTC+9","아옳이,서주원,김형배","https://trends.google.com/trends/explore?q=%EC%95%84%EC%98%B3%EC%9D%B4&geo=KR&hl=en-US"
"코스피 하락 이유","100K+","July 29, 2026 at 3:40:00 PM UTC+9","July 31, 2026 at 2:10:00 PM UTC+9","코스피 하락 이유,노무라 증권,주가 대폭락,삼전 닉스,삼성전자,sk하이닉스 주가,코스피지수,뉴데일리,코스피 지수,코스닥 지수,서킷브레이커 시간,코스피 주가,사이드카,서킷 브레이커,서킷브레이커 뜻,삼성전자 주식,서킷브레이커 2단계,서킷브레이크,sk하이닉스 ir,하이닉스 실적발표 시간,사이드카 서킷브레이커,매일경제,코스피 5000,증권","https://trends.google.com/trends/explore?q=%EC%BD%94%EC%8A%A4%ED%94%BC%20%ED%95%98%EB%9D%BD%20%EC%9D%B4%EC%9C%A0&geo=KR&hl=en-US"
"보험","1K+","August 4, 2026 at 6:20:00 AM UTC+9","August 4, 2026 at 8:40:00 AM UTC+9","보험","https://trends.google.com/trends/explore?q=%EB%B3%B4%ED%97%98&geo=KR&hl=en-US"
"별자리","5K+","August 4, 2026 at 6:00:00 AM UTC+9","August 4, 2026 at 9:10:00 AM UTC+9","별자리,띠별 운세,운세","https://trends.google.com/trends/explore?q=%EB%B3%84%EC%9E%90%EB%A6%AC&geo=KR&hl=en-US"
"삼성전자","50K+","August 2, 2026 at 7:20:00 AM UTC+9","August 2, 2026 at 12:50:00 PM UTC+9","삼성전자","https://trends.google.com/trends/explore?q=%EC%82%BC%EC%84%B1%EC%A0%84%EC%9E%90&geo=KR&hl=en-US"
"음식물 쓰레기","20K+","July 28, 2026 at 1:20:00 PM UTC+9","July 31, 2026 at 1:30:00 PM UTC+9","음식물 쓰레기","https://trends.google.com/trends/explore?q=%EC%9D%8C%EC%8B%9D%EB%AC%BC%20%EC%93%B0%EB%A0%88%EA%B8%B0&geo=KR&hl=en-US"
